State,Date,Total,Category,lag_1,lag_7,lag_30,rolling_mean_4,rolling_std_4,month,quarter,week,year
Alabama,2020-09-27,127614100,Beverages,129079260.0,133548791.0,123782286.0,129968962.5,3064262.52607503,9,3,39,2020
Alabama,2020-10-18,122464550,Beverages,127614100.0,132657649.0,116218909.0,128406849.5,4937850.2940599285,10,4,42,2020
Alabama,2020-10-25,121301025,Beverages,122464550.0,137880677.0,109968011.0,125114733.75,3809293.3892945256,10,4,43,2020
Alabama,2020-11-15,117987142,Beverages,121301025.0,131642695.0,109056410.0,122341704.25,3994098.7182515874,11,4,46,2020
Alabama,2020-11-22,124645965,Beverages,117987142.0,128713002.0,113040422.0,121599670.5,2778937.328562435,11,4,47,2020
Alabama,2020-11-29,118491656,Beverages,124645965.0,134469488.0,108528456.0,120606447.0,3062310.888153703,11,4,48,2020
Alabama,2020-12-13,116502691,Beverages,118491656.0,129079260.0,116541575.0,119406863.5,3593309.3540948736,12,4,50,2020
Alabama,2020-12-20,122244236,Beverages,116502691.0,127614100.0,106949922.0,120471137.0,3662420.7649068283,12,4,51,2020
Alabama,2020-12-27,115522663,Beverages,122244236.0,122464550.0,105904866.0,118190311.5,2971504.8842269126,12,4,52,2020
Alabama,2021-01-17,115816664,Beverages,115522663.0,121301025.0,106265737.0,117521563.5,3175112.7133543454,1,1,2,2021
Alabama,2021-01-24,113870548,Beverages,115816664.0,117987142.0,107397612.0,116863527.75,3687989.110811154,1,1,3,2021
Alabama,2021-01-31,115802738,Beverages,113870548.0,124645965.0,107801054.0,115253153.25,931633.0725256795,1,1,4,2021
Alabama,2021-02-14,115644582,Beverages,115802738.0,118491656.0,132632134.0,115283633.0,945283.9865726708,2,1,6,2021
Alabama,2021-02-21,112186375,Beverages,115644582.0,116502691.0,127145065.0,114376060.75,1702431.6884518366,2,1,7,2021
Alabama,2021-02-28,124158003,Beverages,112186375.0,122244236.0,116657084.0,116947924.5,5088147.64621996,2,1,8,2021
Alabama,2021-03-14,143739698,Beverages,124158003.0,115522663.0,117742073.0,123932164.5,14130781.778966574,3,1,10,2021
Alabama,2021-03-21,138119750,Beverages,143739698.0,115816664.0,118114595.0,129550956.5,14205131.062668508,3,1,11,2021
Alabama,2021-03-28,124801756,Beverages,138119750.0,113870548.0,130340051.0,132704801.75,9774055.807732988,3,1,12,2021
Alabama,2021-04-18,126192682,Beverages,124801756.0,115802738.0,134708619.0,133213471.5,9218124.464067426,4,2,15,2021
Alabama,2021-04-25,127348328,Beverages,126192682.0,115644582.0,129887877.0,129115629.0,6092363.176747867,4,2,16,2021
Alabama,2021-05-16,135462842,Beverages,127348328.0,112186375.0,131401893.0,128451402.0,4788834.0643206,5,2,19,2021
Alabama,2021-05-23,140446890,Beverages,135462842.0,124158003.0,133712552.0,132362685.5,6786704.0859347675,5,2,20,2021
Alabama,2021-05-30,139935911,Beverages,140446890.0,143739698.0,132320128.0,135798492.75,6062006.612152962,5,2,21,2021
Alabama,2021-06-13,137083192,Beverages,139935911.0,138119750.0,133548791.0,138232208.75,2366223.86117224,6,2,23,2021
Alabama,2021-06-20,144489981,Beverages,137083192.0,124801756.0,132657649.0,140488993.5,3050412.9659811007,6,2,24,2021
Alabama,2021-06-27,140720826,Beverages,144489981.0,126192682.0,137880677.0,140557477.5,3052227.1190829845,6,2,25,2021
Alabama,2021-07-18,143840884,Beverages,140720826.0,127348328.0,131642695.0,141533720.75,3392662.718133284,7,3,28,2021
Alabama,2021-07-25,143718288,Beverages,143840884.0,135462842.0,128713002.0,143192494.75,1682209.2755190034,7,3,29,2021
Alabama,2021-08-15,149096388,Beverages,143718288.0,140446890.0,134469488.0,144344096.5,3481246.0755679007,8,3,32,2021
Alabama,2021-08-22,142623393,Beverages,149096388.0,139935911.0,129079260.0,144819738.25,2903159.9931419822,8,3,33,2021
Alabama,2021-08-29,140962323,Beverages,142623393.0,137083192.0,127614100.0,144100098.0,3518284.7263901066,8,3,34,2021
Alabama,2021-09-19,133797917,Beverages,140962323.0,144489981.0,122464550.0,141620005.25,6285451.36364129,9,3,37,2021
Alabama,2021-09-26,133378009,Beverages,133797917.0,140720826.0,121301025.0,137690410.5,4788459.741841371,9,3,38,2021
Alabama,2021-10-17,195850755,Beverages,133378009.0,143840884.0,117987142.0,150997251.0,30104215.539473977,10,4,41,2021
Alabama,2021-10-24,189687422,Beverages,195850755.0,143718288.0,124645965.0,163178525.75,34261188.50655664,10,4,42,2021
Alabama,2021-10-31,189048085,Beverages,189687422.0,149096388.0,118491656.0,176991067.75,29236710.78688033,10,4,43,2021
Alabama,2021-11-14,184911321,Beverages,189048085.0,142623393.0,116502691.0,189874395.75,4511715.471890995,11,4,45,2021
Alabama,2021-11-21,190608741,Beverages,184911321.0,140962323.0,122244236.0,188563892.25,2517898.916755115,11,4,46,2021
Alabama,2021-11-28,177133617,Beverages,190608741.0,133797917.0,115522663.0,185425441.0,6027957.450140445,11,4,47,2021
Alabama,2021-12-19,189045387,Beverages,177133617.0,133378009.0,115816664.0,185424766.5,6027417.10117167,12,4,50,2021
Alabama,2021-12-26,183210806,Beverages,189045387.0,195850755.0,113870548.0,184999637.75,6134718.894192133,12,4,51,2021
Alabama,2022-01-16,180918293,Beverages,183210806.0,189687422.0,115802738.0,182577025.75,4987433.134766145,1,1,2,2022
Alabama,2022-01-23,177754219,Beverages,180918293.0,189048085.0,115644582.0,182732176.25,4766408.404622141,1,1,3,2022
Alabama,2022-01-30,179630073,Beverages,177754219.0,184911321.0,112186375.0,180378347.75,2292038.9328465955,1,1,4,2022
Alabama,2022-02-13,181195482,Beverages,179630073.0,190608741.0,124158003.0,179874516.75,1569483.2851759084,2,1,6,2022
Alabama,2022-02-20,178404182,Beverages,181195482.0,177133617.0,143739698.0,179245989.0,1514602.283797406,2,1,7,2022
Alabama,2022-02-27,192108735,Beverages,178404182.0,189045387.0,138119750.0,182834618.0,6287391.742296776,2,1,8,2022
Alabama,2022-03-13,194057784,Beverages,192108735.0,183210806.0,124801756.0,186441545.75,7794111.452349907,3,1,10,2022
Alabama,2022-03-20,194303303,Beverages,194057784.0,180918293.0,126192682.0,189718501.0,7606506.411001248,3,1,11,2022
Alabama,2022-03-27,195635389,Beverages,194303303.0,177754219.0,127348328.0,194026302.75,1454183.0287576322,3,1,12,2022
Alabama,2022-04-17,199965775,Beverages,195635389.0,179630073.0,135462842.0,195990562.75,2739278.492940563,4,2,15,2022
Alabama,2022-04-24,197876829,Beverages,199965775.0,181195482.0,140446890.0,196945324.0,2495798.501287807,4,2,16,2022
Alabama,2022-05-15,208193477,Beverages,197876829.0,178404182.0,139935911.0,200417867.5,5477026.808603688,5,2,19,2022
Alabama,2022-05-22,219547509,Beverages,208193477.0,192108735.0,137083192.0,206395897.5,9833906.998720473,5,2,20,2022
Alabama,2022-05-29,212449962,Beverages,219547509.0,194057784.0,144489981.0,209516944.25,9063823.161721224,5,2,21,2022
Alabama,2022-06-19,220358695,Beverages,212449962.0,194303303.0,140720826.0,215137410.75,5835276.985777011,6,2,24,2022
Alabama,2022-06-26,220100179,Beverages,220358695.0,195635389.0,143840884.0,218114086.25,3791210.7631482957,6,2,25,2022
Alabama,2022-07-17,212769923,Beverages,220100179.0,199965775.0,143718288.0,216419689.75,4402321.327717094,7,3,28,2022
Alabama,2022-07-24,215436686,Beverages,212769923.0,197876829.0,149096388.0,217166370.75,3702194.2645665496,7,3,29,2022
Alabama,2022-07-31,221654891,Beverages,215436686.0,208193477.0,142623393.0,217490419.75,4109118.965491523,7,3,30,2022
Alabama,2022-08-14,224323610,Beverages,221654891.0,219547509.0,140962323.0,218546277.5,5356518.748667541,8,3,32,2022
Alabama,2022-08-21,215153556,Beverages,224323610.0,212449962.0,133797917.0,219142185.75,4575322.961704466,8,3,33,2022
Alabama,2022-08-28,215670829,Beverages,215153556.0,220358695.0,133378009.0,219200721.5,4513188.974701761,8,3,34,2022
Alabama,2022-09-18,213270228,Beverages,215670829.0,220100179.0,195850755.0,217104555.75,4922018.081269388,9,3,37,2022
Alabama,2022-09-25,215556916,Beverages,213270228.0,212769923.0,189687422.0,214912882.25,1117362.9052306514,9,3,38,2022
Alabama,2022-10-16,204418181,Beverages,215556916.0,215436686.0,189048085.0,212229038.5,5323352.983509316,10,4,41,2022
Alabama,2022-10-23,198480435,Beverages,204418181.0,221654891.0,184911321.0,207931440.0,7922857.772433413,10,4,42,2022
Alabama,2022-10-30,194245502,Beverages,198480435.0,224323610.0,190608741.0,203175258.5,9249003.867692215,10,4,43,2022
Alabama,2022-11-13,194267617,Beverages,194245502.0,215153556.0,177133617.0,197852933.75,4808474.785942092,11,4,45,2022
Alabama,2022-11-20,197053090,Beverages,194267617.0,215670829.0,189045387.0,196011661.0,2108745.7972559403,11,4,46,2022
Alabama,2022-11-27,192420637,Beverages,197053090.0,213270228.0,183210806.0,194496711.5,1911434.6154684285,11,4,47,2022
Alabama,2022-12-18,200415284,Beverages,192420637.0,215556916.0,180918293.0,196039157.0,3483800.0617437763,12,4,50,2022
Alabama,2022-12-25,200741724,Beverages,200415284.0,204418181.0,177754219.0,197657683.75,3869016.0534966565,12,4,51,2022
Alabama,2023-01-15,185544784,Beverages,200741724.0,198480435.0,179630073.0,194780607.25,7260725.071006947,1,1,2,2023
Alabama,2023-01-22,182246125,Beverages,185544784.0,194245502.0,181195482.0,192236979.25,9726561.532823242,1,1,3,2023
Alabama,2023-01-29,183105938,Beverages,182246125.0,194267617.0,178404182.0,187909642.75,8668061.658444567,1,1,4,2023
Alabama,2023-02-19,191443698,Beverages,183105938.0,197053090.0,192108735.0,185585136.25,4148083.6608837578,2,1,7,2023
Alabama,2023-02-26,199003416,Beverages,191443698.0,192420637.0,194057784.0,188949794.25,7882146.566564136,2,1,8,2023
Alabama,2023-03-19,210866567,Beverages,199003416.0,200415284.0,194303303.0,196104904.75,11789939.564211834,3,1,11,2023
Alabama,2023-03-26,202214026,Beverages,210866567.0,200741724.0,195635389.0,200881926.75,8043143.952231672,3,1,12,2023
Alabama,2023-04-16,203132041,Beverages,202214026.0,185544784.0,199965775.0,203804012.5,5030076.393994993,4,2,15,2023
Alabama,2023-04-23,206852539,Beverages,203132041.0,182246125.0,197876829.0,205766293.25,3947598.8350044168,4,2,16,2023
Alabama,2023-04-30,211451723,Beverages,206852539.0,183105938.0,208193477.0,205912582.25,4202234.600683574,4,2,17,2023
Arizona,2020-09-27,127220754,Beverages,130208125.0,135991553.0,117122712.0,131383652.0,3640094.800707337,9,3,39,2020
Arizona,2020-10-18,130530706,Beverages,127220754.0,132190421.0,116127754.0,130042477.75,2075852.980654179,10,4,42,2020
Arizona,2020-10-25,125675792,Beverages,130530706.0,139367250.0,115216831.0,128408844.25,2353780.0482633985,10,4,43,2020
Arizona,2020-11-15,123016313,Beverages,125675792.0,135396922.0,116490977.0,126610891.25,3137530.0078712944,11,4,46,2020
Arizona,2020-11-22,126324975,Beverages,123016313.0,135895403.0,114640798.0,126386946.5,3111349.8771886127,11,4,47,2020
Arizona,2020-11-29,119295868,Beverages,126324975.0,132210326.0,110395321.0,123578237.0,3193678.623604539,11,4,48,2020
Arizona,2020-12-13,120157853,Beverages,119295868.0,130208125.0,117291974.0,122198752.25,3177322.0632112245,12,4,50,2020
Arizona,2020-12-20,123308776,Beverages,120157853.0,127220754.0,108536780.0,122271868.0,3205645.5394682335,12,4,51,2020
Arizona,2020-12-27,117662825,Beverages,123308776.0,130530706.0,110294022.0,120106330.5,2372472.714343463,12,4,52,2020
Arizona,2021-01-17,123411183,Beverages,117662825.0,125675792.0,109185129.0,121135159.25,2763881.7230154434,1,1,2,2021
Arizona,2021-01-24,118460351,Beverages,123411183.0,123016313.0,110562942.0,120710783.75,3076590.100768189,1,1,3,2021
Arizona,2021-01-31,119030151,Beverages,118460351.0,126324975.0,110993229.0,119641127.5,2575171.4946834566,1,1,4,2021
Arizona,2021-02-14,123255297,Beverages,119030151.0,119295868.0,139557887.0,121039245.5,2659832.6580581884,2,1,6,2021
Arizona,2021-02-21,122351717,Beverages,123255297.0,120157853.0,135979843.0,120774379.0,2383275.49042179,2,1,7,2021
Arizona,2021-02-28,124760494,Beverages,122351717.0,123308776.0,119847336.0,122349414.75,2425657.501452915,2,1,8,2021
Arizona,2021-03-14,150363246,Beverages,124760494.0,117662825.0,125902822.0,130182688.5,13490341.752956947,3,1,10,2021
Arizona,2021-03-21,144705321,Beverages,150363246.0,123411183.0,127294783.0,135545194.5,14069591.100080114,3,1,11,2021
Arizona,2021-03-28,125617568,Beverages,144705321.0,118460351.0,130942705.0,136361657.25,13110856.250480698,3,1,12,2021
Arizona,2021-04-18,134735709,Beverages,125617568.0,119030151.0,131535235.0,138855461.0,10937156.017398942,4,2,15,2021
Arizona,2021-04-25,139157806,Beverages,134735709.0,123255297.0,131413795.0,136054101.0,8065068.107610284,4,2,16,2021
Arizona,2021-05-16,147870671,Beverages,139157806.0,122351717.0,139014231.0,136845438.5,9263167.738631183,5,2,19,2021
Arizona,2021-05-23,146832911,Beverages,147870671.0,124760494.0,134529099.0,142149274.25,6287041.328097723,5,2,20,2021
Arizona,2021-05-30,149964412,Beverages,146832911.0,150363246.0,135096231.0,145956450.0,4715850.773492228,5,2,21,2021
Arizona,2021-06-13,152816611,Beverages,149964412.0,144705321.0,135991553.0,149371151.25,2640533.7688758173,6,2,23,2021
Arizona,2021-06-20,154949376,Beverages,152816611.0,125617568.0,132190421.0,151140827.5,3523984.0150666963,6,2,24,2021
Arizona,2021-06-27,147305127,Beverages,154949376.0,134735709.0,139367250.0,151258881.5,3334371.3441667324,6,2,25,2021
Arizona,2021-07-18,146199274,Beverages,147305127.0,139157806.0,135396922.0,150317597.0,4232178.615885118,7,3,28,2021
Arizona,2021-07-25,140495761,Beverages,146199274.0,147870671.0,135895403.0,147237384.5,5944368.841414562,7,3,29,2021
Arizona,2021-08-15,149953473,Beverages,140495761.0,146832911.0,132210326.0,145988408.75,3986189.697599644,8,3,32,2021
Arizona,2021-08-22,146415000,Beverages,149953473.0,149964412.0,130208125.0,145765877.0,3912342.714257442,8,3,33,2021
Arizona,2021-08-29,147911738,Beverages,146415000.0,152816611.0,127220754.0,146193993.0,4066244.3677713983,8,3,34,2021
Arizona,2021-09-19,148517047,Beverages,147911738.0,154949376.0,130530706.0,148199314.5,1465663.042555703,9,3,37,2021
Arizona,2021-09-26,143876042,Beverages,148517047.0,147305127.0,125675792.0,146679956.75,2067552.9528998502,9,3,38,2021
Arizona,2021-10-17,197141587,Beverages,143876042.0,146199274.0,123016313.0,159361603.5,25270757.763868347,10,4,41,2021
Arizona,2021-10-24,195856140,Beverages,197141587.0,140495761.0,126324975.0,171347704.0,29108526.51416579,10,4,42,2021
Arizona,2021-10-31,194283831,Beverages,195856140.0,149953473.0,119295868.0,182789400.0,25968547.26241275,10,4,43,2021
Arizona,2021-11-14,196009266,Beverages,194283831.0,146415000.0,120157853.0,195822706.0,1175231.29975076,11,4,45,2021
Arizona,2021-11-21,199577574,Beverages,196009266.0,147911738.0,123308776.0,196431702.75,2237527.2261257763,11,4,46,2021
Arizona,2021-11-28,184063174,Beverages,199577574.0,148517047.0,117662825.0,193483461.25,6655832.115622668,11,4,47,2021
Arizona,2021-12-19,191792532,Beverages,184063174.0,143876042.0,123411183.0,192860636.5,6672513.53861503,12,4,50,2021
Arizona,2021-12-26,187019454,Beverages,191792532.0,197141587.0,118460351.0,190613183.5,6771722.481274678,12,4,51,2021
Arizona,2022-01-16,190506028,Beverages,187019454.0,195856140.0,119030151.0,188345297.0,3495073.8975193705,1,1,2,2022
Arizona,2022-01-23,184460687,Beverages,190506028.0,194283831.0,123255297.0,188444675.25,3334703.2834542906,1,1,3,2022
Arizona,2022-01-30,184840307,Beverages,184460687.0,196009266.0,122351717.0,186706619.0,2772526.2557502636,1,1,4,2022
Arizona,2022-02-13,193758115,Beverages,184840307.0,199577574.0,124760494.0,188391284.25,4521579.65018991,2,1,6,2022
Arizona,2022-02-20,186140486,Beverages,193758115.0,184063174.0,150363246.0,187299898.75,4365146.427274138,2,1,7,2022
Arizona,2022-02-27,191804856,Beverages,186140486.0,191792532.0,144705321.0,189135941.0,4317129.520197489,2,1,8,2022
Arizona,2022-03-13,199341790,Beverages,191804856.0,187019454.0,125617568.0,192761311.75,5448132.766722454,3,1,10,2022
Arizona,2022-03-20,203135958,Beverages,199341790.0,190506028.0,134735709.0,195105772.5,7609207.913043486,3,1,11,2022
Arizona,2022-03-27,204330837,Beverages,203135958.0,184460687.0,139157806.0,199653360.25,5648107.966922741,3,1,12,2022
Arizona,2022-04-17,217866947,Beverages,204330837.0,184840307.0,147870671.0,206168883.0,8083541.86670846,4,2,15,2022
Arizona,2022-04-24,207194456,Beverages,217866947.0,193758115.0,146832911.0,208132049.5,6709631.327509149,4,2,16,2022
Arizona,2022-05-15,215137302,Beverages,207194456.0,186140486.0,149964412.0,211132385.5,6407340.205162526,5,2,19,2022
Arizona,2022-05-22,215304100,Beverages,215137302.0,191804856.0,152816611.0,213875701.25,4626050.877690464,5,2,20,2022
Arizona,2022-05-29,219462134,Beverages,215304100.0,199341790.0,154949376.0,214274498.0,5126502.1542009,5,2,21,2022
Arizona,2022-06-19,224705587,Beverages,219462134.0,203135958.0,147305127.0,218652280.75,4504211.687981452,6,2,24,2022
Arizona,2022-06-26,215666630,Beverages,224705587.0,204330837.0,146199274.0,218784612.75,4372366.123186779,6,2,25,2022
Arizona,2022-07-17,218623208,Beverages,215666630.0,217866947.0,140495761.0,219614389.75,3764337.9035835853,7,3,28,2022
Arizona,2022-07-24,213178650,Beverages,218623208.0,207194456.0,149953473.0,218043518.75,4967754.055869585,7,3,29,2022
Arizona,2022-07-31,211959851,Beverages,213178650.0,215137302.0,146415000.0,214857084.75,2946758.3578193304,7,3,30,2022
Arizona,2022-08-14,220700930,Beverages,211959851.0,215304100.0,147911738.0,216115659.75,4211463.487901571,8,3,32,2022
Arizona,2022-08-21,215522849,Beverages,220700930.0,219462134.0,148517047.0,215340570.0,3867378.2681467584,8,3,33,2022
Arizona,2022-08-28,222686060,Beverages,215522849.0,224705587.0,143876042.0,217717422.5,4883798.318026536,8,3,34,2022
Arizona,2022-09-18,218387231,Beverages,222686060.0,215666630.0,197141587.0,219324267.5,3083594.6808033674,9,3,37,2022
Arizona,2022-09-25,211204050,Beverages,218387231.0,218623208.0,195856140.0,216950047.5,4831173.723545741,9,3,38,2022
Arizona,2022-10-16,211117837,Beverages,211204050.0,213178650.0,194283831.0,215848794.5,5690561.475493389,10,4,41,2022
Arizona,2022-10-23,206019098,Beverages,211117837.0,211959851.0,196009266.0,211682054.0,5085118.743496212,10,4,42,2022
Arizona,2022-10-30,203716151,Beverages,206019098.0,220700930.0,199577574.0,208014284.0,3753281.3563089697,10,4,43,2022
Arizona,2022-11-13,209536787,Beverages,203716151.0,215522849.0,184063174.0,207597468.25,3352105.288288254,11,4,45,2022
Arizona,2022-11-20,206468807,Beverages,209536787.0,222686060.0,191792532.0,206435210.75,2393556.6066253954,11,4,46,2022
Arizona,2022-11-27,200179530,Beverages,206468807.0,218387231.0,187019454.0,204975318.75,3984243.6716777347,11,4,47,2022
Arizona,2022-12-18,204225387,Beverages,200179530.0,211204050.0,190506028.0,205102627.75,3938470.802524174,12,4,50,2022
Arizona,2022-12-25,206642210,Beverages,204225387.0,211117837.0,184460687.0,204378983.5,3008241.9026694237,12,4,51,2022
Arizona,2023-01-15,199308521,Beverages,206642210.0,206019098.0,184840307.0,202588912.0,3448350.41902808,1,1,2,2023
Arizona,2023-01-22,191351464,Beverages,199308521.0,203716151.0,193758115.0,200381895.5,6749439.246903515,1,1,3,2023
Arizona,2023-01-29,193432652,Beverages,191351464.0,209536787.0,186140486.0,197683711.75,6857199.782214022,1,1,4,2023
Arizona,2023-02-19,200168687,Beverages,193432652.0,206468807.0,191804856.0,196065331.0,4340021.223049696,2,1,7,2023
Arizona,2023-02-26,201565059,Beverages,200168687.0,200179530.0,199341790.0,196629465.5,4998769.462280637,2,1,8,2023
Arizona,2023-03-19,227766017,Beverages,201565059.0,204225387.0,203135958.0,205733103.75,15111647.939495612,3,1,11,2023
Arizona,2023-03-26,207113292,Beverages,227766017.0,206642210.0,204330837.0,209153263.75,12765833.815184781,3,1,12,2023
Arizona,2023-04-16,223021337,Beverages,207113292.0,199308521.0,217866947.0,214866426.25,12515849.581974661,4,2,15,2023
Arizona,2023-04-23,220557323,Beverages,223021337.0,191351464.0,207194456.0,219614492.25,8854808.193183515,4,2,16,2023
Arizona,2023-04-30,231156458,Beverages,220557323.0,193432652.0,215137302.0,220462102.5,9985301.35574118,4,2,17,2023
Arkansas,2020-09-27,64905092,Beverages,68622672.0,71755452.0,63679443.0,68475081.5,2589698.6753464197,9,3,39,2020
Arkansas,2020-10-18,64996749,Beverages,64905092.0,70313071.0,59248421.0,67393959.5,2990381.047186296,10,4,42,2020
Arkansas,2020-10-25,62410736,Beverages,64996749.0,72517548.0,57654430.0,65233812.25,2557237.1748786983,10,4,43,2020
Arkansas,2020-11-15,63680879,Beverages,62410736.0,70270227.0,58265259.0,63998364.0,1216591.9153956291,11,4,46,2020
Arkansas,2020-11-22,64469135,Beverages,63680879.0,69321237.0,59690104.0,63889374.75,1124313.5250472869,11,4,47,2020
Arkansas,2020-11-29,62518778,Beverages,64469135.0,71051325.0,58035927.0,63269882.0,984786.8399049646,11,4,48,2020
Arkansas,2020-12-13,62551318,Beverages,62518778.0,68622672.0,61147230.0,63305027.5,945635.0438107749,12,4,50,2020
Arkansas,2020-12-20,63362785,Beverages,62551318.0,64905092.0,58290655.0,63225504.0,916415.5787257979,12,4,51,2020
Arkansas,2020-12-27,63040188,Beverages,63362785.0,64996749.0,56718756.0,62868267.25,406900.52522566664,12,4,52,2020
Arkansas,2021-01-17,61751789,Beverages,63040188.0,62410736.0,55036034.0,62676520.0,700955.7826315957,1,1,2,2021
Arkansas,2021-01-24,59692624,Beverages,61751789.0,63680879.0,56891696.0,61961846.5,1665227.1095576342,1,1,3,2021
Arkansas,2021-01-31,60629838,Beverages,59692624.0,64469135.0,55979416.0,61278609.75,1444912.0061217993,1,1,4,2021
Arkansas,2021-02-14,63052100,Beverages,60629838.0,62518778.0,69299262.0,61281587.75,1449757.0346257759,2,1,6,2021
Arkansas,2021-02-21,56331936,Beverages,63052100.0,62551318.0,66672578.0,59926624.5,2783262.352810398,2,1,7,2021
Arkansas,2021-02-28,65438140,Beverages,56331936.0,63362785.0,59930918.0,61363003.5,3886255.9668611223,2,1,8,2021
Arkansas,2021-03-14,73830082,Beverages,65438140.0,63040188.0,62510706.0,64663064.5,7225830.069497876,3,1,10,2021
Arkansas,2021-03-21,71996987,Beverages,73830082.0,61751789.0,63303777.0,66899286.25,7912570.638649044,3,1,11,2021
Arkansas,2021-03-28,64565241,Beverages,71996987.0,59692624.0,67059259.0,68957612.5,4642498.266090111,3,1,12,2021
Arkansas,2021-04-18,67525813,Beverages,64565241.0,60629838.0,69534675.0,69479530.75,4212368.254840374,4,2,15,2021
Arkansas,2021-04-25,67632914,Beverages,67525813.0,63052100.0,67420353.0,67930238.75,3061242.3066792567,4,2,16,2021
Arkansas,2021-05-16,69891687,Beverages,67632914.0,56331936.0,70697390.0,67403913.75,2184367.129296936,5,2,19,2021
Arkansas,2021-05-23,71888898,Beverages,69891687.0,65438140.0,70943346.0,69234828.0,2078654.375984783,5,2,20,2021
Arkansas,2021-05-30,72688736,Beverages,71888898.0,73830082.0,69082980.0,70525558.75,2258850.501963244,5,2,21,2021
Arkansas,2021-06-13,75043823,Beverages,72688736.0,71996987.0,71755452.0,72378286.0,2131051.532476711,6,2,23,2021
Arkansas,2021-06-20,78781472,Beverages,75043823.0,64565241.0,70313071.0,74600732.25,3092177.7077788184,6,2,24,2021
Arkansas,2021-06-27,74788922,Beverages,78781472.0,67525813.0,72517548.0,75325738.25,2534003.716903404,6,2,25,2021
Arkansas,2021-07-18,77954786,Beverages,74788922.0,67632914.0,70270227.0,76642250.75,2023924.8229196328,7,3,28,2021
Arkansas,2021-07-25,76727707,Beverages,77954786.0,69891687.0,69321237.0,77063221.75,1735154.1942836859,7,3,29,2021
Arkansas,2021-08-15,78200292,Beverages,76727707.0,71888898.0,71051325.0,76917926.75,1558672.7813036751,8,3,32,2021
Arkansas,2021-08-22,75360902,Beverages,78200292.0,72688736.0,68622672.0,77060921.75,1303617.6694134423,8,3,33,2021
Arkansas,2021-08-29,76041639,Beverages,75360902.0,75043823.0,64905092.0,76582635.0,1214244.380968133,8,3,34,2021
Arkansas,2021-09-19,74662068,Beverages,76041639.0,78781472.0,64996749.0,76066225.25,1530139.8462082709,9,3,37,2021
Arkansas,2021-09-26,70631842,Beverages,74662068.0,74788922.0,62410736.0,74174112.75,2427749.6720669013,9,3,38,2021
Arkansas,2021-10-17,101130188,Beverages,70631842.0,77954786.0,63680879.0,80616434.25,13867100.20555801,10,4,41,2021
Arkansas,2021-10-24,98315876,Beverages,101130188.0,76727707.0,64469135.0,86184993.5,15760662.87239784,10,4,42,2021
Arkansas,2021-10-31,96518730,Beverages,98315876.0,78200292.0,62518778.0,91649159.0,14139487.992373936,10,4,43,2021
Arkansas,2021-11-14,99626519,Beverages,96518730.0,75360902.0,62551318.0,98897828.25,1959013.1160858318,11,4,45,2021
Arkansas,2021-11-21,100440189,Beverages,99626519.0,76041639.0,63362785.0,98725328.5,1711687.1931624664,11,4,46,2021
Arkansas,2021-11-28,95547889,Beverages,100440189.0,74662068.0,63040188.0,98033331.75,2366618.6539780735,11,4,47,2021
Arkansas,2021-12-19,99984094,Beverages,95547889.0,70631842.0,61751789.0,98899672.75,2259197.463840421,12,4,50,2021
Arkansas,2021-12-26,99759952,Beverages,99984094.0,101130188.0,59692624.0,98933031.0,2274440.8373149815,12,4,51,2021
Arkansas,2022-01-16,98948580,Beverages,99759952.0,98315876.0,60629838.0,98560128.75,2056837.0174902831,1,1,2,2022
Arkansas,2022-01-23,92112220,Beverages,98948580.0,96518730.0,63052100.0,97701211.5,3752453.3804348693,1,1,3,2022
Arkansas,2022-01-30,94644193,Beverages,92112220.0,99626519.0,56331936.0,96366236.25,3616991.9843749083,1,1,4,2022
Arkansas,2022-02-13,97702066,Beverages,94644193.0,100440189.0,65438140.0,95851764.75,3079843.2794021093,2,1,6,2022
Arkansas,2022-02-20,90819494,Beverages,97702066.0,95547889.0,73830082.0,93819493.25,3036954.520944681,2,1,7,2022
Arkansas,2022-02-27,99037115,Beverages,90819494.0,99984094.0,71996987.0,95550717.0,3651005.814498716,2,1,8,2022
Arkansas,2022-03-13,102169602,Beverages,99037115.0,99759952.0,64565241.0,97432069.25,4789552.4529556,3,1,10,2022
Arkansas,2022-03-20,102381503,Beverages,102169602.0,98948580.0,67525813.0,98601928.5,5408917.070918641,3,1,11,2022
Arkansas,2022-03-27,99464637,Beverages,102381503.0,92112220.0,67632914.0,100763214.25,1757128.9534156811,3,1,12,2022
Arkansas,2022-04-17,104085976,Beverages,99464637.0,94644193.0,69891687.0,102025429.5,1910591.8937925398,4,2,15,2022
Arkansas,2022-04-24,100996169,Beverages,104085976.0,97702066.0,71888898.0,101732071.25,1970231.743527399,4,2,16,2022
Arkansas,2022-05-15,110749148,Beverages,100996169.0,90819494.0,72688736.0,103823982.5,5000899.258319624,5,2,19,2022
Arkansas,2022-05-22,110460402,Beverages,110749148.0,99037115.0,75043823.0,106572923.75,4824881.303665718,5,2,20,2022
Arkansas,2022-05-29,109863859,Beverages,110460402.0,102169602.0,78781472.0,108017394.5,4695309.769739347,5,2,21,2022
Arkansas,2022-06-19,117770997,Beverages,109863859.0,102381503.0,74788922.0,112211101.5,3724882.1950136567,6,2,24,2022
